Lon,Lat,Clave,Edo,Est,Tmax
-101.63,20.25,LANMC,MICH,Los Angeles Mich.,28.2
-101.62,19.54,PTZMC,MICH,P·tzcuaro Mich.,26.4
-100.3,19.77,TMUMC,MICH,Tercer Mundo Mich.,21.2
-102.19,17.95,CPLCARDENASmar,MICH,CapitanÌa de Puerto de L·zaro C·rdenas Mich. SEMAR*,34.7
-101.66,19.93,AMEMC,MICH,Aristeo Mercado Mich.,25.3
-101.18,19.7,MBOMC,MICH,Morelia Bosque Mich.,25.8
-102.32,19.96,ORAMC,MICH,Orandino Mich.,27.4
-99.1,18.79,TICMR,MOR,Ticum·n Mor.,31.1
-99.04,18.58,SPHMR,MOR,San Pablo Hidalgo Mor.,29.2
-99.31,18.49,TILMR,MOR,Tilzapotla Mor.,31.9
-99.38,18.6,AMCMR,MOR,Amacuzac Mor.,30.1
-99.2,18.6,JOJMR,MOR,Jojutla Mor.,31.0
-99.42,18.61,HUAMR,MOR,Huajintl·n Mor.,32.9
-98.8,18.7,JNCMR,MOR,Jonacatepec Mor.,29.2
-99.26,18.73,ALUMR,MOR,Alpuyeca Mor.,28.8
-98.79,18.78,TMCMR,MOR,Temoac Mor.,29.1
-98.95,18.81,CUAMR,MOR,Cuautla Mor.,28.3
-99.22,18.86,TEMMR,MOR,Temixco Mor.,30.9
-98.9,18.9,OAXMR,MOR,Oaxtepec Mor.,28.3
-99.19,18.92,SLDMR,MOR,Solidaridad Mor.,27.8
-99.26,19.03,HUIMR,MOR,Huitzilac Mor.,21.7
-99.03,18.92,OACMR,MOR,Oacalco Mor.,29.1
-99.16,18.77,PROMR,MOR,Progreso Mor.,30.0
-99.46,18.68,APAMR,MOR,Apacingo Mor.,29.3
-99.16,18.88,IMTMR,MOR,Instituto Mexicano de TecnologÌa del Agua Mor. SMN*,28.8
-98.96,18.85,CASMR,MOR,Casasano Mor.,29.4
-99.22,18.91,OBSMR,MOR,Observatorio de Cuernavaca Mor.,25.4
-99.07,18.97,TPZMR,MOR,Tepoztl·n Mor.,28.6
-99.24,19.05,TMAMR,MOR,Tres MarÌas Mor.,19.0
-98.83,18.64,TEBMR,MOR,Tepalcingo Bachillerato Mor.,28.5
-99.26,18.83,MMCB,MOR,Aeropuerto Internacional de Cuernavaca Mor.*,27.4
-99.08,18.95,TEPOZTLAN,MOR,Tepoztl·n Mor. SMN*,29.4
-99.4,18.7,MIAMR,MOR,Miacatl·n Mor.,30.4
-98.91,18.68,LCUMR,MOR,La Cuera Mor.,30.8
-99.02,18.44,HUTMR,MOR,Huautla Mor.,31.4
-99.18,18.57,HIGMR,MOR,HiguerÛn Mor.,33.0
-98.84,18.6,TPLMR,MOR,Tepalcingo Mor.,30.9
-99.25,18.61,TQGMR,MOR,Tequesquitengo Mor.,33.8
-99.32,18.63,PIXMR,MOR,Puente de Ixtla Mor.,33.1
-99.38,18.7,CUTMR,MOR,Cuautlita Mor.,32.9
-99.1,18.69,TMPMR,MOR,Temilpa Mor.,32.2
-99,18.73,MYOMR,MOR,Moyotepec Mor.,29.3
-98.75,18.81,TLOMR,MOR,Tlacotepec Mor.,24.9
-98.95,18.83,CUSMR,MOR,Cuautla SMN Mor.,28.0
-99.43,18.87,PAPMR,MOR,Palpan Mor.,26.7
-98.71,18.88,TETMR,MOR,Tetela del Volc·n Mor.,23.0
-98.76,18.88,OCTMR,MOR,Ocuituco Mor.,25.5
-98.75,18.88,HUEMR,MOR,Hueyapan Mor.,22.7
-98.83,18.95,ACHMR,MOR,Achichipico Mor.,25.3
-98.93,18.95,ATLMR,MOR,Atlatlahucan Mor.,24.4
-98.94,19.04,TLCMR,MOR,Tlacualera Mor.,18.9
-98.79,18.69,ELPMR,MOR,El PeÒÛn Mor.,31.1
-99.39,18.73,VIAMR,MOR,Vista Alegre Mor.,30.3
-98.78,18.94,HUXMR,MOR,Huecahuaxco Mor.,25.6
-99.27,19.05,HUCMR,MOR,Centro Bachillerato TecnolÛgico Agropecuario 154 Huitzilac Mor.,21.2
-99.23,18.93,CUERNAVACAob,MOR,Observatorio de Cuernavaca Mor. SMN*,28.5
-99.46,18.76,COCMR,MOR,Cocoyotla Mor.,28.6
-99.33,18.77,RODMR,MOR,El Rodeo Mor.,31.0
-105.38,22.47,ACAPONETA,NAY,Acaponeta Nay. SMN*,34.7
-105.35,22.49,ACANR,NAY,Acaponeta Nay.,36.7
-104.3,21.04,IXTLANRIO,NAY,Ixtl·n del RÌo Nay. SMN*,32.0
-104.89,21.49,TEPNR,NAY,Observatorio de Tepic Nay.,31.6
-104.84,21.42,MMEP,NAY,Aeropuerto Internacional de Tepic Nay.*,29.9
-105.21,22.12,ROMNR,NAY,Rosamorada Nay.,34.8
-105.29,21.53,SANBLASMAR,NAY,San Blas Nay. SEMAR*,32.5
-106.54,21.63,ISLASMARIASMAR,NAY,Islas MarÌas Nay. SEMAR*,33.0
-105.02,22.38,PAJNR,NAY,Pajaritos Nay.,34.8
-105.14,20.89,GAVNR,NAY,Gaviotas Nay.,34.0
-105.34,22.56,LESNR,NAY,La Estancia Nay.,37.3
-105.22,21.22,BOCADECHILAmar,NAY,Boca de Chila Nay. SEMAR*,32.2
-104.88,21.3,MRANR,NAY,Miravalles Nay.,30.0
-105.14,21.96,RUINR,NAY,Ruiz Nay.,35.1
-99.82,24.1,ARRNL,NL,Aramberri N.L.,32.1
-99.7,24.78,CRUNL,NL,Crucitas N.L.,35.4
-100.08,24.83,GALNL,NL,Galeana N.L.,29.5
-99.58,24.87,CAMNL,NL,Camacho N.L.,36.2
-99.4,24.94,CPRNL,NL,JosÈ LÛpez Portillo N.L.,33.9
-99.74,24.99,CABNL,NL,Cabezones N.L.,34.3
-99.22,24.99,PAMNL,NL,La Pamona N.L.,38.7
-100.55,25.03,SRANL,NL,San Rafael N.L.,28.2
-99.83,25.17,MTMNL,NL,Montemorelos N.L.,35.4
-100.2,25.52,ECSNL,NL,El Cerrito N.L.,34.2
-100.27,25.68,MTRNL,NL,Monterrey N.L.,35.7
-99.61,26.09,CRVNL,NL,Cerralvo N.L.,36.8
-100.12,23.42,MYNNL,NL,Mier y Noriega N.L.,29.7
-100.31,25.58,ELDIENTE,NL,El Diente N. L. SMN*,33.2
-100.13,25.43,LBCNL,NL,Rodrigo GÛmez N.L.,35.8
-99.28,25.71,CCHNL,NL,Cuchillo Solidaridad N.L.,36.0
-100.3,25.73,OBSNL,NL,Observatorio de Monterrey N.L.,36.4
-100.11,25.78,MMMY,NL,Aeropuerto Internacional de Monterrey N.L.*,34.8
-100.24,25.86,MMAN,NL,Aeropuerto Internacional del Norte N.L.*,34.5
-99.32,25.73,PCUNL,NL,Presa el Cuchillo N.L. SMN*,36.1
-100.24,25.86,RADIOSONDEOMTY,NL,Radiosondeo Monterrey N.L. SGT*,34.7
-99.75,27.7,COLOMBIA,NL,Colombia N.L. SGT*,36.1
-99.27,25.66,CPPRODRIGOGmar,NL,CapitanÌa de Puerto de Presa Rodrigo GÛmez N. L. SEMAR*,35.6
-99.53,25.5,LERNL,NL,Las Enramadas N.L.,37.1
-100.3,25.73,MONTERREYob,NL,Observatorio de Monterrey N.L. SMN*,37.3
-96.72,15.81,COZOX,OAX,San Francisco Cozoaltepec Oax.,35.8
-95.7,16.01,ASTOX,OAX,Astata Oax.,35.0
-95.48,16.59,RHOOX,OAX,RÌo Hondo Oax.,36.6
-95.6,16.42,TEQOX,OAX,Tequisistl·n Oax.,35.4
-94.4,16.5,OSTOX,OAX,Ostuta Oax.,37.0
-95.1,16.58,IXTOX,OAX,Ixtepec Oax.,34.2
-95.93,16.65,BOQOX,OAX,Boquilla 1 Oax.,36.7
-96.7,17,OAOOX,OAX,Observatorio de Aeropuerto Oaxaca Oax.,29.7
-96.73,17.07,OACOX,OAX,Oaxaca Centro Oax.,30.9
-95.48,17.45,MAROX,OAX,MarÌa Lombardo Oax.,32.1
-97.78,17.81,HLOOX,OAX,Observatorio de Huajuapan de LeÛn Oax.,29.5
-96.2,17.87,JACOX,OAX,Jacatepec Oax.,33.9
-96.26,18,CDOOX,OAX,Miguel de la Madrid Hurtado Oax.,33.1
-96.41,18.23,TEMOX,OAX,Presidente Alem·n Oax.,32.8
-95.92,17.73,RMLOX,OAX,RÌo Manso Lalana Oax.,35.0
-98.14,17.5,SLAOX,OAX,Silacayo·pam Oax.,27.4
-97.82,17.75,FOYOX,OAX,San Francisco Yosocuta Oax.,29.6
-97.54,17.73,STTOX,OAX,Santiago Teotongo Oax.,24.3
-95.37,16.43,EMAOX,OAX,El MarquÈs Oax.,36.8
-96.55,17.27,SCIOX,OAX,Ixtepeji Oax.,26.8
-97.72,17.53,AMTOX,OAX,San Antonino Monte Verde Oax.,22.4
-97.68,18.19,SNCOX,OAX,Santiago Chazumba Oax.,29.1
-97.81,17.65,TSLOX,OAX,Heroica Villa Tezoatl·n de Segura y Luna Oax.,30.1
-97.78,17.81,HDLOX,OAX,Huajuapan de LeÛn Oax.,27.2
-98.28,17.53,CALOX,OAX,Calihual· Oax.,28.5
-97.68,17.27,TLXOX,OAX,Heroica Ciudad de Tlaxiaco Oax.,25.5
-96.26,15.77,MMBT,OAX,Aeropuerto Internacional de BahÌas de Huatulco Oax.*,32.6
-96.72,17,MMOX,OAX,Aeropuerto Internacional de Oaxaca Oax.*,27.5
-96.54,15.74,TNMOX,OAX,Tonameca Oax.,36.5
-97.09,15.87,MMPS,OAX,Aeropuerto Internacional de Puerto Escondido Oax.*,31.7
-96.3,17.78,VANOX,OAX,Valle Nacional Oax.,37.8
-96.08,18.17,PAPOX,OAX,Papaloapan Oax.,35.3
-96.74,17.16,BJUAREZ,OAX,Benito Ju·rez Oax. SMN*,26.2
-97.02,17.46,CMTOX,OAX,Santiago Camotl·n Oax.,27.3
-98.28,17.85,SJCOX,OAX,San Juan Cieneguillas Oax.,30.2
-94.77,16.33,SANDIONISIOmar,OAX,San Dionisio del Mar Oax. SEMAR*,33.8
-96.48,15.67,PTAOX,OAX,Observatorio de Puerto Angel Oax.,34.1
-97.49,17.51,TEPOX,OAX,Teposcolula Oax.,23.8
-97.65,18.25,SSFOX,OAX,San Sebastian Frontera Oax.,27.8
-96.13,15.75,HUATULCOMAR,OAX,Huatulco Oax. SEMAR*,33.6
-95.2,16.18,EIOSALINACZmar,OAX,EstaciÛn de InvestigaciÛn Oceanogr·fica de Salina Cruz Oax. SEMAR*,34.3
-96.13,15.75,DOZNHUATULCOmar,OAX,DÈcima Octava Zona Naval de Huatulco Oax. SEMAR*,32.8
-96.49,15.67,PANGELob,OAX,Observatorio de Puerto Angel Oax. SMN*,33.7
-97.25,17.44,NOCHISTLAN,OAX,Nochixtl·n Oax. SMN*,25.8
-96.49,15.67,CPPTOANGELmar,OAX,CapitanÌa de Puerto de Puerto Angel Oax. SEMAR*,32.7
-97.82,19.62,IXTPB,PUE,Ixtacamaxtitl·n Pue.,25.3
-98.57,18.11,CHSPB,PUE,Chila de la Sal Pue.,31.2
-98.26,18.2,PIXPB,PUE,Piaxtla Pue.,33.3
-98.78,18.45,TELPB,PUE,Teotlalco Pue.,32.4
-97.4,18.48,TEHPB,PUE,Tehuac·n Pue.,28.1
-98.58,18.52,CHIPB,PUE,Chietla Pue.,29.6
-98.47,18.61,IZMPB,PUE,Iz˙car de Matamoros Pue.,30.1
-97.91,18.74,SMCPB,PUE,San Miguel Canoa Pue.,20.7
-98.54,18.77,HQCPB,PUE,Huaquechula Pue.,29.4
-97.75,18.88,TECPB,PUE,Tecamachalco Pue.,24.2
-98.42,18.92,ATXPB,PUE,Atlixco Pue.,26.1
-98.28,18.97,ECHPB,PUE,EcheverrÌa Pue.,23.9
-97.96,18.97,CEMPB,PUE,Cemex Pue.,24.3
-97.44,18.99,CDSPB,PUE,Ciudad Serd·n Pue.,24.8
-98.23,19.01,MAYPB,PUE,Mayorazgo 21 Poniente Pue.,26.3
-98.2,19.02,CNAPB,PUE,Conagua Pue.,24.7
-98.17,19.05,PUOPB,PUE,Observatorio de Puebla Pue.,26.3
-97.93,19.06,ACJPB,PUE,Acajete Pue.,23.5
-98.32,19.07,CHLPB,PUE,Cholula Pue.,24.6
-98.06,19.09,CPLPB,PUE,Capulac Pue.,24.7
-98.46,19.1,HJTPB,PUE,Huejotzingo Pue.,24.7
-97.62,19.25,QUIPB,PUE,Quimixtl·n Pue.,26.5
-97.49,19.49,TPYPB,PUE,Tepeyahualco Pue.,24.8
-97.53,19.7,OYAPB,PUE,Oyameles Pue.,16.6
-98.05,19.74,CNGPB,PUE,Chignahuapan Pue.,20.1
-97.81,19.83,TEOPB,PUE,Tetela de Ocampo Pue.,23.7
-98.05,20.18,HUAPB,PUE,Huauchinango Pue.,25.7
-97.84,20.41,APAPB,PUE,Apapantilla Pue.,32.0
-98.16,18.61,COAPB,PUE,Coatzingo Pue.,29.0
-98.22,19.11,SCRPB,PUE,San CristÛbal Caleras Pue.,25.2
-97.85,20.73,MTLPB,PUE,Metlaltoyuca Pue.,29.7
-97.92,18.85,AHAPB,PUE,Ahuatepec Pue.,26.2
-98.58,19.33,SRTPB,PUE,Santa Rita Tlahuapan Pue.,22.8
-97.39,19.89,TEZIUTLAN,PUE,Teziutl·n Pue. SMN*,23.3
-98.05,20.18,UDSPB,PUE,Universidad de la Sierra Pue.,26.0
-98.43,19.29,SMTPB,PUE,San MartÌn Texmelucan Pue.,24.0
-98.06,18.28,ADOPB,PUE,Acatl·n de Osorio Pue.,31.2
-98.38,19.16,MMPB,PUE,Aeropuerto Internacional de Puebla Pue.*,23.5
-97.69,19.46,LIBPB,PUE,Libres Pue.,21.3
-97.62,18.31,TEHUACAN,PUE,Tehuac·n Pue. SMN*,28.2
-97.72,18.87,UTTPB,PUE,Universidad TecnolÛgica Tecamachalco Pue. SMN*,25.4
-98.57,18.68,IZUPB,PUE,Iz˙car de Matamoros Pue. SMN*,29.3
-98.17,19.05,PUEBLAob,PUE,Observatorio de Puebla Pue. SMN*,25.7
-97.4,20.12,RNAPB,PUE,Rancho Nuevo Pue.,31.8
-97.36,19.82,TEZPB,PUE,Teziutl·n Pue.,25.6
-98.11,18.91,BDDPB,PUE,Manuel Avila Camacho Pue.,24.0
-98.14,18.94,AFRPB,PUE,Africam Pue.,25.4
-97.42,19.45,ACHPB,PUE,Alchichica Pue.,21.9
-97.52,20.03,CTZPB,PUE,Cuetzalan del Progreso Pue.,27.3
-96.85,18.4,TLPPB,PUE,Tlacotepec de DÌaz Pue.,30.5
-97.79,20,TDRPB,PUE,Tepango de RodrÌguez Pue.,29.2
-97.68,20.51,VENPB,PUE,Venustiano Carranza Pue.,35.6
-98.15,20.03,AHUPB,PUE,Ahuazotepec Pue.,20.7
-97.21,20.13,SJAPB,PUE,San JosÈ Acateno Pue.,31.6
-100.41,20.57,GHQQT,QRO,Gerencia Hidalgo Qro.,28.0
-99.96,20.2,IDFQT,QRO,San Ildefonso Qro.,21.4
-100,20.36,SJSQT,QRO,San JosÈ Qro.,26.5
-100.08,20.42,CNSQT,QRO,ConstituciÛn de 1917 Qro.,26.6
-100.41,20.5,BATQT,QRO,El Bat·n Qro.,26.7
-100.45,20.54,EPUQT,QRO,El Pueblito Qro.,27.1
-100.37,20.56,OBSQT,QRO,Observatorio de QuerÈtaro Qro.,28.0
-100.45,20.7,JRQQT,QRO,Juriquilla Qro.,27.0
-99.82,21.06,PMLQT,QRO,PeÒamiller Qro.,31.2
-99.48,21.23,JLPQT,QRO,Jalpan Qro.,31.9
-100.19,20.62,MMQT,QRO,Aeropuerto Intercontinental de QuerÈtaro Qro.*,24.3
-100.28,20.39,HUIQT,QRO,Huimilpan Qro. SMN*,22.5
-99.17,21.5,SGORDAI,QRO,Sierra Gorda 1 Qro. SMN*,26.9
-99.47,21.21,PJALPAN,QRO,Presa Jalpan Qro. SMN*,30.9
-100.37,20.56,QUERETAROob,QRO,Observatorio de QuerÈtaro Qro. SMN*,26.9
-86.95,20.51,COZQR,QROO,Cozumel Q. Roo.,36.1
-86.82,21.16,CANQR,QROO,Canc˙n Q. Roo.,35.9
-88.7,19.75,JMORELOS,QROO,JosÈ MarÌa Morelos Q. Roo. SMN*,34.9
-86.78,21.07,CNCQR,QROO,Canc˙n Radar Q. Roo. SMN*,34.0
-88.33,18.5,CHOQR,QROO,Observatorio de Chetumal Q. Roo.,33.5
-88.04,19.58,FCRQR,QROO,Observatorio de Felipe Carrillo Puerto Q. Roo.,36.0
-87.08,20.63,PDCQR,QROO,Playa del Carmen Q. Roo.,33.7
-88.32,18.51,MMCM,QROO,Aeropuerto Internacional de Chetumal Q. Roo.*,32.2
-86.93,20.51,MMCZ,QROO,Aeropuerto Internacional de Cozumel Q. Roo.*,32.5
-86.87,21.04,MMUN,QROO,Aeropuerto Internacional de Canc˙n Q. Roo.*,32.9
-88.33,18.5,CHETUMALob,QROO,Observatorio de Chetumal Q. Roo. SMN*,33.6
-87.3,18.76,CHINCHORROMAR,QROO,Banco Chinchorro Q. Roo. SEMAR*,32.7
-88.3,18.52,CHTQR,QROO,Chetumal TecnolÛgico Q. Roo.,33.7
-88.46,18.57,INIQR,QROO,Instituto Nacional de InnovaciÛn Agraria Q. Roo.,33.3
-87.47,20.13,SIAQR,QROO,Sian Ka an 2 Q. Roo. SMN*,34.2
-86.96,20.51,COZUMELmar,QROO,Cozumel Q. Roo SEMAR*,33.1
-88.92,18.46,NICOLASBRAVO,QROO,Nicol·s Bravo Q. Roo. SMN*,33.9
-86.74,21.24,IMJQR,QROO,Isla Mujeres Q.Roo.,34.4
-87.37,21.52,HLBQR,QROO,Isla Holbox Q. Roo.,37.8
-87.84,18.28,AXCALAK,QROO,Arrecifes Xcalak Q. Roo. SMN*,32.4
-86.95,20.52,CPCOZUMELmar,QROO,Capitania de Puerto Cozumel Q. Roo. SEMAR*,32.3
-107.06,24.75,VINSI,SIN,Vinoramas Sin.,38.1
-107.76,25.12,RAVSI,SIN,EstaciÛn Rancho Viejo Sin.,34.7
-105.85,23.09,TORSI,SIN,Las Tortugas Sin.,36.7
-105.85,22.98,RSRSI,SIN,Rosario Sin.,38.0
-106.25,23.35,SQRSI,SIN,Siqueros Sin.,36.1
-106.47,23.56,QLTSI,SIN,Quelite Sin.,36.1
-106.9,23.92,LCRSI,SIN,La Cruz Sin.,34.2
-106.6,23.96,IXPSI,SIN,Ixpalino Sin.,36.6
-106.81,24.57,JLPSI,SIN,JosÈ LÛpez Portillo Sin.,35.1
-107.44,24.63,OBSSI,SIN,Observatorio de Culiac·n Sin.,37.2
-107.1,24.45,SLRSI,SIN,San Lorenzo Sin.,39.7
-107.4,24.82,CLCSI,SIN,Culiac·n Sin.,36.8
-107.47,25.03,AWSSI,SIN,Andrew Weiss Sin.,39.5
-107.84,25.49,SJNSI,SIN,San Juan Sin.,37.7
-107.54,25.33,BDRSI,SIN,Badiraguato Sin.,35.6
-108.09,25.47,GMCSI,SIN,Guam˙chil Sin.,38.3
-108.47,25.72,GSVSI,SIN,Guasave Sin.,37.6
-109,25.8,MCHSI,SIN,Los Mochis Sin.,37.7
-109.18,25.92,AHMSI,SIN,Ahome Sin.,37.9
-109.3,25.97,HDZSI,SIN,Higuera de Zaragoza Sin.,39.3
-108.78,26.07,SFRSI,SIN,Sufragio Sin.,37.7
-109.33,26.1,CRRSI,SIN,El Carrizo Sin.,38.1
-108.7,26.43,JORSI,SIN,Josefa Ortiz de DomÌnguez Sin.,38.0
-108.62,26.43,EFTSI,SIN,El Fuerte Sin.,38.2
-108.58,26.51,PMHSI,SIN,Miguel Hidalgo Sin.,38.8
-107.16,24.81,SN2SI,SIN,Sanalona hidromÈtrica Sin.,38.2
-108.32,26.08,GB2SI,SIN,El Sabinal hidromÈtrica Sin.,36.4
-108.35,26.9,LD2SI,SIN,Huites hidromÈtrica Sin.,39.2
-106.4,23.23,MZTSI,SIN,Observatorio de Mazatl·n Sin.,34.0
-106.7,24.12,SLTSI,SIN,Ing. Aurelio Benassini VizcaÌno Sin.,35.1
-108.33,26.74,CHXSI,SIN,Observatorio de Choix Sin.,35.5
-106.27,23.17,MMMZ,SIN,Aeropuerto Internacional de Mazatl·n Sin.*,33.0
-109.08,25.69,MMLM,SIN,Aeropuerto Internacional de Los Mochis Sin.*,33.8
-108.48,25.81,ENASI,SIN,EstaciÛn Naranjo Sin.,37.7
-107.84,25.49,SANJUAN,SIN,San Juan Sin. SMN*,37.1
-107.38,25.09,AL2SI,SIN,El Varejonal hidromÈtrica Sin.,37.6
-109.07,25.59,TOPOLOBAMPOMAR,SIN,Topolobampo Sin. SEMAR*,34.2
-107.22,25.34,GTNSI,SIN,Guatenipa Sin.,35.4
-107.91,25.86,GD2SI,SIN,Bacurato hidromÈtrica de Gustavo Diaz Ord·z Sin.,34.9
-105.72,22.54,TEACAPANmar,SIN,Teacap·n Sin. SEMAR*,33.2
-106.41,23.2,MAZATLANmar,SIN,Mazatl·n Sin. SEMAR*,33.4
-107.47,24.76,MMCL,SIN,Aeropuerto Internacional Federal de Culiac·n Sin.*,34.7
-108.7,25.7,ARCSI,SIN,Adolfo Ruiz Cortines Sin.,37.1
-109.06,25.59,EIOTOPOLOBMPmar,SIN,EstaciÛn de InvestigaciÛn Oceanogr·fica de Topolobampo Sin. SEMAR*,34.6
-108.01,25.9,JNASI,SIN,Jaina Sin.,37.0
-106.41,23.22,MAZATLANob,SIN,Observatorio de Mazatl·n Sin. SMN*,34.0
-105.75,22.56,CPTEACAPANmar,SIN,CapitanÌa de Puerto de Teacapan Sin. SEMAR*,32.1
-98.89,21.42,RQTSL,SLP,Requetemu S.L.P.,33.0
-98.62,21.69,SVTSL,SLP,San Vicente S.L.P.,34.0
-98.96,21.75,BLMSL,SLP,Ballesmi S.L.P.,32.9
-98.94,21.85,PUJSL,SLP,El Pujal S.L.P.,33.9
-99.24,21.91,GANSL,SLP,Gallinas S.L.P.,33.6
-99.16,22.12,MICSL,SLP,Micos S.L.P.,31.7
-101,22.2,SGRSL,SLP,Soledad Graciano S.L.P.,26.0
-99.32,22.52,NRJSL,SLP,Naranjos S.L.P.,30.6
-100.64,23.66,MATSL,SLP,Matehuala S.L.P.,31.6
-98.56,21.97,AJTSL,SLP,Las Adjuntas S.L.P.,33.5
-100.67,23.65,MA2SL,SLP,Matehuala S.L.P. SMN*,28.2
-98.8,21.33,MTPSL,SLP,Observatorio de Matlapa S.L.P.,33.4
-99.15,21.82,TNCSL,SLP,TanchachÌn S.L.P.,32.1
-100,21.93,RVDSL,SLP,Observatorio de RÌo Verde S.L.P.,32.7
-101.02,22.15,SLPSL,SLP,Observatorio de San Luis PotosÌ S.L.P.,26.3
-100.93,22.26,MMSP,SLP,Aeropuerto Internacional de San Luis PotosÌ S.L.P.*,25.1
-99.06,22.02,STRSL,SLP,Santa Rosa S.L.P.,34.3
-100.94,21.81,GOGORRON,SLP,GogorrÛn S.L.P. SMN*,26.5
-100.02,21.94,CDFERNANDEZ,SLP,Ciudad Fern·ndez S.L.P. SMN*,32.9
-100.98,22.18,SLPOTOSIob,SLP,Observatorio de San Luis Potosi S.L.P. SMN*,26.5
-100,21.92,RIOVERDEob,SLP,Observatorio de RÌo Verde S.L.P. SMN*,32.9
-100.76,21.85,OCTSL,SLP,Ojo Caliente S.L.P.,28.8
-101.68,22.63,SDHSL,SLP,Salinas S.L.P.,24.6
-98.82,21.32,MATLAPAob,SLP,Observatorio de Matlapa S.L.P. SMN*,34.5
-100.82,21.88,IVGSL,SLP,ValentÌn Gama S.L.P.,28.2
-99.02,21.98,CDVSL,SLP,Ciudad Valles S.L.P.,31.9
-110.29,30.98,CNNSO,SON,Cananea Son.,33.7
-108.76,26.6,CZNSO,SON,Cazanate Son.,39.4
-109.44,27.07,NVJSO,SON,Navojoa Son.,38.7
-108.88,27.41,SBNSO,SON,San Bernardo Son.,37.4
-109.62,27.42,CCRSO,SON,Cocoraque Son.,38.0
-109.21,27.66,TSOSO,SON,Tesocoma Son.,39.0
-110.85,27.95,GYMSO,SON,Guaymas Son.,36.3
-110.31,28.47,PTASO,SON,Punta de Agua 2 Son.,38.8
-110.92,29.07,HM2SO,SON,Observatorio de Hermosillo Son.,42.8
-110.93,29.07,HMNSO,SON,Hermosillo Son.,38.9
-109.23,29.2,ECBSO,SON,El Cubil Son.,40.7
-110.73,29.21,PMOSO,SON,Ing. Rodolfo FÈlix ValdÈs Son.,39.9
-110.74,29.47,CJNSO,SON,El CajÛn Son.,38.8
-110.23,29.82,ACNSO,SON,Aconchi Son.,40.6
-111.02,30.05,QRBSO,SON,Querobabi Son.,40.1
-109.09,30.07,ARISO,SON,Aribabi Son.,32.6
-108.96,30.21,HSHSO,SON,Huachinera Son.,33.9
-110.17,30.34,ARZSO,SON,Arizpe Son.,39.6
-108.93,30.36,BCRSO,SON,Bacerac Son.,33.1
-111.45,30.39,SRSSO,SON,Santa Rosa 2 Son.,38.3
-109.38,30.44,LCDSO,SON,L·zaro C·rdenas Son.,38.0
-112.12,30.7,PTQSO,SON,Pitiquito Son.,39.9
-110.89,30.76,IMRSO,SON,Imuris Son.,36.5
-111.52,30.87,CHTSO,SON,CuauhtÈmoc Son.,41.5
-110.95,31.32,NGLSO,SON,Nogales Son.,34.8
-112.85,31.87,NYNSO,SON,Sonoyta Son.,40.8
-114.97,32.06,ENCINAS,SON,Encinas Johnson Son. REMAS*,40.9
-109.14,26.46,TOTOLIBOQUI,SON,Totoliboqui Son. REMAS*,37.3
-109.05,26.5,EJIDO21MARZO,SON,Ejido 21 de Marzo Son. REMAS*,37.9
-109.68,26.84,NAVOBAXIA,SON,Navobaxia Son. REMAS*,36.5
-109.75,26.9,SAHUARALO,SON,Sahuaral de Otero Son. REMAS*,36.4
-109.83,27,BLOCK2918,SON,Block 2918 Son. REMAS*,35.6
-109.5,27.01,SEMAY,SON,Semay Son. REMAS*,37.8
-109.42,27.07,CIASO,SON,Ciano Huatabampo Son.,37.7
-109.48,27.11,CHIHUAHUITASO,SON,Chihuahuita Son. REMAS*,39.7
-109.9,27.14,BLOCK2010,SON,Block 2010 Son. REMAS*,36.6
-109.8,27.17,BLOCK1922,SON,Block 1922 Son. REMAS*,39.4
-109.66,27.18,BLOCK1936,SON,Block 1936 Son. REMAS*,38.0
-109.58,27.21,PUEBLO,SON,Pueblo Mayo Son. REMAS*,39.1
-110.04,27.23,BLOCK1703,SON,Block 1703 Son. REMAS*,37.7
-108.91,27.32,CASA,SON,Casa Colorada Son. REMAS*,38.4
-110.02,27.32,BLOCK1101,SON,Block 1101 Son. REMAS*,37.7
-109.13,27.47,ALGODONES,SON,Los Algodones Son. REMAS*,36.7
-110.29,27.64,VCMSO,SON,VÌcam Son.,39.1
-109.4,27.85,ROSARIO,SON,Rosario Tesopaco Son. REMAS*,36.3
-110.55,28,CAMPO,SON,Campo Selza Son. REMAS*,37.3
-110.93,28,BUENOS,SON,Buenos Aires Gym Son. REMAS*,37.2
-110.66,28.12,SANTAMARIA,SON,Santa MarÌa Son. REMAS*,38.0
-110.51,28.37,TREINTA,SON,Las Treinta Son. REMAS*,40.2
-109.89,28.42,SUAQUI,SON,Suaqui Grande Son. REMAS*,38.9
-111.32,28.68,PEANA,SON,PeaÒa Son. REMAS*,39.3
-111.65,28.69,KINO,SON,Kino Son. REMAS*,37.2
-111.47,28.74,FATIMA,SON,El Milagro de F·tima Son. REMAS*,38.8
-111.56,28.84,SANTAELENAS,SON,Santa Elena Son. REMAS*,39.4
-111.23,28.9,ABEJAS,SON,Abejas Son. REMAS*,40.6
-110.18,28.94,MAZATAN,SON,Mazat·n Son. REMAS*,38.3
-111.13,28.96,BACHATA,SON,La Bachata Son. REMAS*,40.7
-109.22,29.05,SAHUARIPA,SON,Sahuaripa Son. REMAS*,39.6
-111.56,29.09,GREEN,SON,Green Stripe Son. REMAS*,41.0
